date,stage,ticker,company_name,allocated_capital,entry_price,exit_status,pnl,return_pct
2026-05-20,08:30 Morning TOP 5,6146.JP,ディスコ,629475.6,1639.0,SL_HIT,-12400.7,-1.97
2026-05-20,08:30 Morning TOP 5,9984.JP,ソフトバンクグループ,629475.6,3911.0,TP_HIT,22346.4,3.55
2026-05-20,08:30 Morning TOP 5,6920.JP,レーザーテック,629475.6,2905.0,TP_HIT,24486.6,3.89
2026-05-20,08:30 Morning TOP 5,6861.JP,キーエンス,629475.6,5398.0,TP_HIT,21024.5,3.34
2026-05-20,08:30 Morning TOP 5,7011.JP,三菱重工業,629475.6,1375.0,TP_HIT,24046.0,3.82
2026-05-20,08:30 Morning TOP 5,6501.JP,日立製作所,629475.6,5979.0,TP_HIT,21591.0,3.43
2026-05-20,08:30 Morning TOP 5,8058.JP,三菱商事,629475.6,4551.0,TP_HIT,22661.1,3.6
2026-05-20,10:30 Intraday TOP 3,3103.JP,ユニチカ,699417.3,5336.0,TP_HIT,27207.3,3.89
2026-05-20,10:30 Intraday TOP 3,7094.JP,ネクストーン,699417.3,1279.0,SL_HIT,-14408.0,-2.06
2026-05-20,10:30 Intraday TOP 3,4635.JP,東インキ,699417.3,2458.0,TP_HIT,26088.3,3.73
2026-05-20,10:30 Intraday TOP 3,4052.JP,フィーチャ,699417.3,4697.0,SL_HIT,-14897.6,-2.13
2026-05-20,10:30 Intraday TOP 3,4404.JP,ミヨシ油脂,699417.3,1946.0,TP_HIT,26507.9,3.79
2026-05-20,10:30 Intraday TOP 3,6998.JP,タングス,699417.3,2824.0,TP_HIT,27487.1,3.93
2026-05-21,08:30 Morning TOP 5,6645.JP,オムロン,641485.5,2258.0,TP_HIT,23542.5,3.67
2026-05-21,08:30 Morning TOP 5,8035.JP,東京エレクトロン,641485.5,4651.0,TP_HIT,22836.9,3.56
2026-05-21,08:30 Morning TOP 5,7203.JP,トヨタ自動車,641485.5,3202.0,SL_HIT,-12573.1,-1.96
2026-05-21,08:30 Morning TOP 5,6146.JP,ディスコ,641485.5,1364.0,SL_HIT,-12637.3,-1.97
2026-05-21,08:30 Morning TOP 5,9984.JP,ソフトバンクグループ,641485.5,3303.0,SL_HIT,-12829.7,-2.0
2026-05-21,08:30 Morning TOP 5,6920.JP,レーザーテック,641485.5,1816.0,SL_HIT,-12958.0,-2.02
2026-05-21,08:30 Morning TOP 5,6861.JP,キーエンス,641485.5,4671.0,TP_HIT,21425.6,3.34
2026-05-21,08:30 Morning TOP 5,7011.JP,三菱重工業,641485.5,1325.0,SL_HIT,-12829.7,-2.0
2026-05-21,08:30 Morning TOP 5,6501.JP,日立製作所,641485.5,4465.0,TP_HIT,22003.0,3.43
2026-05-21,08:30 Morning TOP 5,8058.JP,三菱商事,641485.5,4758.0,TP_HIT,23093.5,3.6
2026-05-21,10:30 Intraday TOP 3,3103.JP,ユニチカ,712761.7,5687.0,TP_HIT,27726.4,3.89
2026-05-21,10:30 Intraday TOP 3,7094.JP,ネクストーン,712761.7,3774.0,TP_HIT,27298.8,3.83
2026-05-21,10:30 Intraday TOP 3,4635.JP,東インキ,712761.7,4000.0,TP_HIT,26586.0,3.73
2026-05-21,10:30 Intraday TOP 3,4052.JP,フィーチャ,712761.7,2596.0,TP_HIT,25017.9,3.51
2026-05-21,10:30 Intraday TOP 3,4404.JP,ミヨシ油脂,712761.7,4674.0,SL_HIT,-14968.0,-2.1
2026-05-21,10:30 Intraday TOP 3,6998.JP,タングス,712761.7,4755.0,TP_HIT,28011.5,3.93
2026-05-22,08:30 Morning TOP 5,6645.JP,オムロン,651610.3,4975.0,TP_HIT,23914.1,3.67
2026-05-22,08:30 Morning TOP 5,8035.JP,東京エレクトロン,651610.3,5797.0,TP_HIT,23197.3,3.56
2026-05-22,08:30 Morning TOP 5,7203.JP,トヨタ自動車,651610.3,3728.0,TP_HIT,22024.4,3.38
2026-05-22,08:30 Morning TOP 5,6146.JP,ディスコ,651610.3,2646.0,SL_HIT,-12836.7,-1.97
2026-05-22,08:30 Morning TOP 5,9984.JP,ソフトバンクグループ,651610.3,3731.0,TP_HIT,23132.2,3.55
2026-05-22,08:30 Morning TOP 5,6920.JP,レーザーテック,651610.3,1935.0,SL_HIT,-13162.5,-2.02
2026-05-22,08:30 Morning TOP 5,6861.JP,キーエンス,651610.3,3282.0,SL_HIT,-13032.2,-2.0
2026-05-22,08:30 Morning TOP 5,7011.JP,三菱重工業,651610.3,1467.0,TP_HIT,24891.5,3.82
2026-05-22,08:30 Morning TOP 5,6501.JP,日立製作所,651610.3,4805.0,TP_HIT,22350.2,3.43
2026-05-22,08:30 Morning TOP 5,8058.JP,三菱商事,651610.3,5288.0,SL_HIT,-13292.9,-2.04
2026-05-22,10:30 Intraday TOP 3,3103.JP,ユニチカ,724011.5,2410.0,SL_HIT,-15493.8,-2.14
2026-05-22,10:30 Intraday TOP 3,7094.JP,ネクストーン,724011.5,2351.0,SL_HIT,-14914.6,-2.06
2026-05-22,10:30 Intraday TOP 3,4635.JP,東インキ,724011.5,1456.0,SL_HIT,-15421.4,-2.13
2026-05-22,10:30 Intraday TOP 3,4052.JP,フィーチャ,724011.5,4293.0,TP_HIT,25412.8,3.51
2026-05-22,10:30 Intraday TOP 3,4404.JP,ミヨシ油脂,724011.5,4152.0,TP_HIT,27440.0,3.79
2026-05-22,10:30 Intraday TOP 3,6998.JP,タングス,724011.5,2908.0,TP_HIT,28453.7,3.93
2026-05-25,08:30 Morning TOP 5,6645.JP,オムロン,658970.0,2949.0,SL_HIT,-13377.1,-2.03
2026-05-25,08:30 Morning TOP 5,8035.JP,東京エレクトロン,658970.0,5476.0,TP_HIT,23459.3,3.56
2026-05-25,08:30 Morning TOP 5,7203.JP,トヨタ自動車,658970.0,3719.0,TP_HIT,22273.2,3.38
2026-05-25,08:30 Morning TOP 5,6146.JP,ディスコ,658970.0,2434.0,TP_HIT,23591.1,3.58
2026-05-25,08:30 Morning TOP 5,9984.JP,ソフトバンクグループ,658970.0,2849.0,TP_HIT,23393.4,3.55
2026-05-25,08:30 Morning TOP 5,6920.JP,レーザーテック,658970.0,4108.0,TP_HIT,25633.9,3.89
2026-05-25,08:30 Morning TOP 5,6861.JP,キーエンス,658970.0,5756.0,SL_HIT,-13179.4,-2.0
2026-05-25,08:30 Morning TOP 5,7011.JP,三菱重工業,658970.0,4801.0,TP_HIT,25172.7,3.82
2026-05-25,08:30 Morning TOP 5,6501.JP,日立製作所,658970.0,1318.0,SL_HIT,-13047.6,-1.98
2026-05-25,08:30 Morning TOP 5,8058.JP,三菱商事,658970.0,1047.0,TP_HIT,23722.9,3.6
2026-05-25,10:30 Intraday TOP 3,3103.JP,ユニチカ,732188.9,3273.0,TP_HIT,28482.1,3.89
2026-05-25,10:30 Intraday TOP 3,7094.JP,ネクストーン,732188.9,1131.0,SL_HIT,-15083.1,-2.06
2026-05-25,10:30 Intraday TOP 3,4635.JP,東インキ,732188.9,4820.0,SL_HIT,-15595.6,-2.13
2026-05-25,10:30 Intraday TOP 3,4052.JP,フィーチャ,732188.9,1074.0,TP_HIT,25699.8,3.51
2026-05-25,10:30 Intraday TOP 3,4404.JP,ミヨシ油脂,732188.9,5798.0,SL_HIT,-15376.0,-2.1
2026-05-25,10:30 Intraday TOP 3,6998.JP,タングス,732188.9,4362.0,TP_HIT,28775.0,3.93
2026-05-26,08:30 Morning TOP 5,6645.JP,オムロン,668842.7,3592.0,TP_HIT,24546.5,3.67
2026-05-26,08:30 Morning TOP 5,8035.JP,東京エレクトロン,668842.7,5547.0,TP_HIT,23810.8,3.56
2026-05-26,08:30 Morning TOP 5,7203.JP,トヨタ自動車,668842.7,2795.0,TP_HIT,22606.9,3.38
2026-05-26,08:30 Morning TOP 5,6146.JP,ディスコ,668842.7,1062.0,TP_HIT,23944.6,3.58
2026-05-26,08:30 Morning TOP 5,9984.JP,ソフトバンクグループ,668842.7,2824.0,TP_HIT,23743.9,3.55
2026-05-26,08:30 Morning TOP 5,6920.JP,レーザーテック,668842.7,1329.0,TP_HIT,26018.0,3.89
2026-05-26,08:30 Morning TOP 5,6861.JP,キーエンス,668842.7,2448.0,TP_HIT,22339.3,3.34
2026-05-26,08:30 Morning TOP 5,7011.JP,三菱重工業,668842.7,5306.0,TP_HIT,25549.8,3.82
2026-05-26,08:30 Morning TOP 5,6501.JP,日立製作所,668842.7,2585.0,SL_HIT,-13243.1,-1.98
2026-05-26,08:30 Morning TOP 5,8058.JP,三菱商事,668842.7,2597.0,TP_HIT,24078.3,3.6
2026-05-26,10:30 Intraday TOP 3,3103.JP,ユニチカ,743158.6,2595.0,TP_HIT,28908.9,3.89
2026-05-26,10:30 Intraday TOP 3,7094.JP,ネクストーン,743158.6,3889.0,SL_HIT,-15309.1,-2.06
2026-05-26,10:30 Intraday TOP 3,4635.JP,東インキ,743158.6,1885.0,TP_HIT,27719.8,3.73
2026-05-26,10:30 Intraday TOP 3,4052.JP,フィーチャ,743158.6,4415.0,TP_HIT,26084.9,3.51
2026-05-26,10:30 Intraday TOP 3,4404.JP,ミヨシ油脂,743158.6,2916.0,TP_HIT,28165.7,3.79
2026-05-26,10:30 Intraday TOP 3,6998.JP,タングス,743158.6,1450.0,TP_HIT,29206.1,3.93
2026-05-27,08:30 Morning TOP 5,6645.JP,オムロン,688533.0,1926.0,SL_HIT,-13977.2,-2.03
2026-05-27,08:30 Morning TOP 5,8035.JP,東京エレクトロン,688533.0,2006.0,SL_HIT,-13495.2,-1.96
2026-05-27,08:30 Morning TOP 5,7203.JP,トヨタ自動車,688533.0,3558.0,TP_HIT,23272.4,3.38
2026-05-27,08:30 Morning TOP 5,6146.JP,ディスコ,688533.0,3452.0,SL_HIT,-13564.1,-1.97
2026-05-27,08:30 Morning TOP 5,9984.JP,ソフトバンクグループ,688533.0,5050.0,SL_HIT,-13770.7,-2.0
2026-05-27,08:30 Morning TOP 5,6920.JP,レーザーテック,688533.0,5579.0,TP_HIT,26783.9,3.89
2026-05-27,08:30 Morning TOP 5,6861.JP,キーエンス,688533.0,3058.0,SL_HIT,-13770.7,-2.0
2026-05-27,08:30 Morning TOP 5,7011.JP,三菱重工業,688533.0,3133.0,TP_HIT,26302.0,3.82
2026-05-27,08:30 Morning TOP 5,6501.JP,日立製作所,688533.0,2177.0,SL_HIT,-13633.0,-1.98
2026-05-27,08:30 Morning TOP 5,8058.JP,三菱商事,688533.0,1825.0,SL_HIT,-14046.1,-2.04
2026-05-27,10:30 Intraday TOP 3,3103.JP,ユニチカ,765036.7,4722.0,TP_HIT,29759.9,3.89
2026-05-27,10:30 Intraday TOP 3,7094.JP,ネクストーン,765036.7,3227.0,TP_HIT,29300.9,3.83
2026-05-27,10:30 Intraday TOP 3,4635.JP,東インキ,765036.7,4447.0,TP_HIT,28535.9,3.73
2026-05-27,10:30 Intraday TOP 3,4052.JP,フィーチャ,765036.7,1684.0,TP_HIT,26852.8,3.51
2026-05-27,10:30 Intraday TOP 3,4404.JP,ミヨシ油脂,765036.7,5813.0,SL_HIT,-16065.8,-2.1
2026-05-27,10:30 Intraday TOP 3,6998.JP,タングス,765036.7,1618.0,SL_HIT,-16065.8,-2.1
2026-05-28,08:30 Morning TOP 5,6645.JP,オムロン,692278.2,4412.0,TP_HIT,25406.6,3.67
2026-05-28,08:30 Morning TOP 5,8035.JP,東京エレクトロン,692278.2,2089.0,TP_HIT,24645.1,3.56
2026-05-28,08:30 Morning TOP 5,7203.JP,トヨタ自動車,692278.2,5111.0,TP_HIT,23399.0,3.38
2026-05-28,08:30 Morning TOP 5,6146.JP,ディスコ,692278.2,5371.0,TP_HIT,24783.6,3.58
2026-05-28,08:30 Morning TOP 5,9984.JP,ソフトバンクグループ,692278.2,5699.0,TP_HIT,24575.9,3.55
2026-05-28,08:30 Morning TOP 5,6920.JP,レーザーテック,692278.2,3223.0,TP_HIT,26929.6,3.89
2026-05-28,08:30 Morning TOP 5,6861.JP,キーエンス,692278.2,5765.0,SL_HIT,-13845.6,-2.0
2026-05-28,08:30 Morning TOP 5,7011.JP,三菱重工業,692278.2,3189.0,TP_HIT,26445.0,3.82
2026-05-28,08:30 Morning TOP 5,6501.JP,日立製作所,692278.2,5281.0,TP_HIT,23745.1,3.43
2026-05-28,08:30 Morning TOP 5,8058.JP,三菱商事,692278.2,5514.0,TP_HIT,24922.0,3.6
2026-05-28,10:30 Intraday TOP 3,3103.JP,ユニチカ,769198.0,5411.0,TP_HIT,29921.8,3.89
2026-05-28,10:30 Intraday TOP 3,7094.JP,ネクストーン,769198.0,5913.0,SL_HIT,-15845.5,-2.06
2026-05-28,10:30 Intraday TOP 3,4635.JP,東インキ,769198.0,2634.0,SL_HIT,-16383.9,-2.13
2026-05-28,10:30 Intraday TOP 3,4052.JP,フィーチャ,769198.0,2527.0,TP_HIT,26998.8,3.51
2026-05-28,10:30 Intraday TOP 3,4404.JP,ミヨシ油脂,769198.0,1410.0,TP_HIT,29152.6,3.79
2026-05-28,10:30 Intraday TOP 3,6998.JP,タングス,769198.0,3989.0,TP_HIT,30229.5,3.93
2026-05-29,08:30 Morning TOP 5,6645.JP,オムロン,709983.0,1258.0,TP_HIT,26056.4,3.67
2026-05-29,08:30 Morning TOP 5,8035.JP,東京エレクトロン,709983.0,3823.0,TP_HIT,25275.4,3.56
2026-05-29,08:30 Morning TOP 5,7203.JP,トヨタ自動車,709983.0,5131.0,TP_HIT,23997.4,3.38
2026-05-29,08:30 Morning TOP 5,6146.JP,ディスコ,709983.0,2555.0,TP_HIT,25417.4,3.58
2026-05-29,08:30 Morning TOP 5,9984.JP,ソフトバンクグループ,709983.0,3795.0,TP_HIT,25204.4,3.55
2026-05-29,08:30 Morning TOP 5,6920.JP,レーザーテック,709983.0,2411.0,TP_HIT,27618.3,3.89
2026-05-29,08:30 Morning TOP 5,6861.JP,キーエンス,709983.0,5410.0,SL_HIT,-14199.7,-2.0
2026-05-29,08:30 Morning TOP 5,7011.JP,三菱重工業,709983.0,5453.0,TP_HIT,27121.3,3.82
2026-05-29,08:30 Morning TOP 5,6501.JP,日立製作所,709983.0,3981.0,TP_HIT,24352.4,3.43
2026-05-29,08:30 Morning TOP 5,8058.JP,三菱商事,709983.0,3268.0,TP_HIT,25559.4,3.6
2026-05-29,10:30 Intraday TOP 3,3103.JP,ユニチカ,788869.9,5049.0,SL_HIT,-16881.8,-2.14
2026-05-29,10:30 Intraday TOP 3,7094.JP,ネクストーン,788869.9,4943.0,TP_HIT,30213.7,3.83
2026-05-29,10:30 Intraday TOP 3,4635.JP,東インキ,788869.9,2440.0,TP_HIT,29424.8,3.73
2026-05-29,10:30 Intraday TOP 3,4052.JP,フィーチャ,788869.9,2952.0,SL_HIT,-16802.9,-2.13
2026-05-29,10:30 Intraday TOP 3,4404.JP,ミヨシ油脂,788869.9,1701.0,TP_HIT,29898.2,3.79
2026-05-29,10:30 Intraday TOP 3,6998.JP,タングス,788869.9,3608.0,SL_HIT,-16566.3,-2.1
2026-06-01,08:30 Morning TOP 5,6645.JP,オムロン,725324.3,4029.0,TP_HIT,26619.4,3.67
2026-06-01,08:30 Morning TOP 5,8035.JP,東京エレクトロン,725324.3,1799.0,TP_HIT,25821.5,3.56
2026-06-01,08:30 Morning TOP 5,7203.JP,トヨタ自動車,725324.3,5910.0,TP_HIT,24516.0,3.38
2026-06-01,08:30 Morning TOP 5,6146.JP,ディスコ,725324.3,1306.0,TP_HIT,25966.6,3.58
2026-06-01,08:30 Morning TOP 5,9984.JP,ソフトバンクグループ,725324.3,3359.0,TP_HIT,25749.0,3.55
2026-06-01,08:30 Morning TOP 5,6920.JP,レーザーテック,725324.3,3960.0,SL_HIT,-14651.6,-2.02
2026-06-01,08:30 Morning TOP 5,6861.JP,キーエンス,725324.3,2674.0,TP_HIT,24225.8,3.34
2026-06-01,08:30 Morning TOP 5,7011.JP,三菱重工業,725324.3,1611.0,TP_HIT,27707.4,3.82
2026-06-01,08:30 Morning TOP 5,6501.JP,日立製作所,725324.3,2039.0,TP_HIT,24878.6,3.43
2026-06-01,08:30 Morning TOP 5,8058.JP,三菱商事,725324.3,4644.0,TP_HIT,26111.7,3.6
2026-06-01,10:30 Intraday TOP 3,3103.JP,ユニチカ,805915.8,4468.0,TP_HIT,31350.1,3.89
2026-06-01,10:30 Intraday TOP 3,7094.JP,ネクストーン,805915.8,1120.0,TP_HIT,30866.6,3.83
2026-06-01,10:30 Intraday TOP 3,4635.JP,東インキ,805915.8,4804.0,TP_HIT,30060.7,3.73
2026-06-01,10:30 Intraday TOP 3,4052.JP,フィーチャ,805915.8,3934.0,TP_HIT,28287.6,3.51
2026-06-01,10:30 Intraday TOP 3,4404.JP,ミヨシ油脂,805915.8,3703.0,TP_HIT,30544.2,3.79
2026-06-01,10:30 Intraday TOP 3,6998.JP,タングス,805915.8,4654.0,TP_HIT,31672.5,3.93
2026-06-02,08:30 Morning TOP 5,6645.JP,オムロン,749307.8,5754.0,TP_HIT,27499.6,3.67
2026-06-02,08:30 Morning TOP 5,8035.JP,東京エレクトロン,749307.8,2807.0,TP_HIT,26675.4,3.56
2026-06-02,08:30 Morning TOP 5,7203.JP,トヨタ自動車,749307.8,5825.0,SL_HIT,-14686.4,-1.96
2026-06-02,08:30 Morning TOP 5,6146.JP,ディスコ,749307.8,3568.0,TP_HIT,26825.2,3.58
2026-06-02,08:30 Morning TOP 5,9984.JP,ソフトバンクグループ,749307.8,2387.0,TP_HIT,26600.4,3.55
2026-06-02,08:30 Morning TOP 5,6920.JP,レーザーテック,749307.8,3461.0,TP_HIT,29148.1,3.89
2026-06-02,08:30 Morning TOP 5,6861.JP,キーエンス,749307.8,2174.0,SL_HIT,-14986.2,-2.0
2026-06-02,08:30 Morning TOP 5,7011.JP,三菱重工業,749307.8,4461.0,SL_HIT,-14986.2,-2.0
2026-06-02,08:30 Morning TOP 5,6501.JP,日立製作所,749307.8,3699.0,TP_HIT,25701.3,3.43
2026-06-02,08:30 Morning TOP 5,8058.JP,三菱商事,749307.8,3177.0,TP_HIT,26975.1,3.6
2026-06-02,10:30 Intraday TOP 3,3103.JP,ユニチカ,832564.3,2532.0,SL_HIT,-17816.9,-2.14
2026-06-02,10:30 Intraday TOP 3,7094.JP,ネクストーン,832564.3,1648.0,TP_HIT,31887.2,3.83
2026-06-02,10:30 Intraday TOP 3,4635.JP,東インキ,832564.3,3782.0,TP_HIT,31054.6,3.73
2026-06-02,10:30 Intraday TOP 3,4052.JP,フィーチャ,832564.3,1737.0,TP_HIT,29223.0,3.51
2026-06-02,10:30 Intraday TOP 3,4404.JP,ミヨシ油脂,832564.3,4639.0,TP_HIT,31554.2,3.79
2026-06-02,10:30 Intraday TOP 3,6998.JP,タングス,832564.3,1984.0,SL_HIT,-17483.8,-2.1
2026-06-03,08:30 Morning TOP 5,6645.JP,オムロン,763298.9,2538.0,SL_HIT,-15495.0,-2.03
2026-06-03,08:30 Morning TOP 5,8035.JP,東京エレクトロン,763298.9,1990.0,TP_HIT,27173.4,3.56
2026-06-03,08:30 Morning TOP 5,7203.JP,トヨタ自動車,763298.9,3503.0,TP_HIT,25799.5,3.38
2026-06-03,08:30 Morning TOP 5,6146.JP,ディスコ,763298.9,5563.0,TP_HIT,27326.1,3.58
2026-06-03,08:30 Morning TOP 5,9984.JP,ソフトバンクグループ,763298.9,3386.0,SL_HIT,-15266.0,-2.0
2026-06-03,08:30 Morning TOP 5,6920.JP,レーザーテック,763298.9,3846.0,SL_HIT,-15418.6,-2.02
2026-06-03,08:30 Morning TOP 5,6861.JP,キーエンス,763298.9,2651.0,SL_HIT,-15266.0,-2.0
2026-06-03,08:30 Morning TOP 5,7011.JP,三菱重工業,763298.9,2556.0,SL_HIT,-15266.0,-2.0
2026-06-03,08:30 Morning TOP 5,6501.JP,日立製作所,763298.9,4063.0,TP_HIT,26181.2,3.43
2026-06-03,08:30 Morning TOP 5,8058.JP,三菱商事,763298.9,5731.0,TP_HIT,27478.8,3.6
2026-06-03,10:30 Intraday TOP 3,3103.JP,ユニチカ,848109.9,2859.0,TP_HIT,32991.5,3.89
2026-06-03,10:30 Intraday TOP 3,7094.JP,ネクストーン,848109.9,1098.0,SL_HIT,-17471.1,-2.06
2026-06-03,10:30 Intraday TOP 3,4635.JP,東インキ,848109.9,2779.0,TP_HIT,31634.5,3.73
2026-06-03,10:30 Intraday TOP 3,4052.JP,フィーチャ,848109.9,3668.0,TP_HIT,29768.7,3.51
2026-06-03,10:30 Intraday TOP 3,4404.JP,ミヨシ油脂,848109.9,3878.0,TP_HIT,32143.4,3.79
2026-06-03,10:30 Intraday TOP 3,6998.JP,タングス,848109.9,5103.0,TP_HIT,33330.7,3.93
2026-06-04,08:30 Morning TOP 5,6645.JP,オムロン,775277.6,4707.0,TP_HIT,28452.7,3.67
2026-06-04,08:30 Morning TOP 5,8035.JP,東京エレクトロン,775277.6,1538.0,TP_HIT,27599.9,3.56
2026-06-04,08:30 Morning TOP 5,7203.JP,トヨタ自動車,775277.6,1049.0,TP_HIT,26204.4,3.38
2026-06-04,08:30 Morning TOP 5,6146.JP,ディスコ,775277.6,3047.0,TP_HIT,27754.9,3.58
2026-06-04,08:30 Morning TOP 5,9984.JP,ソフトバンクグループ,775277.6,4504.0,TP_HIT,27522.4,3.55
2026-06-04,08:30 Morning TOP 5,6920.JP,レーザーテック,775277.6,3810.0,TP_HIT,30158.3,3.89
2026-06-04,08:30 Morning TOP 5,6861.JP,キーエンス,775277.6,1344.0,SL_HIT,-15505.6,-2.0
2026-06-04,08:30 Morning TOP 5,7011.JP,三菱重工業,775277.6,3364.0,TP_HIT,29615.6,3.82
2026-06-04,08:30 Morning TOP 5,6501.JP,日立製作所,775277.6,5054.0,TP_HIT,26592.0,3.43
2026-06-04,08:30 Morning TOP 5,8058.JP,三菱商事,775277.6,1845.0,SL_HIT,-15815.7,-2.04
2026-06-04,10:30 Intraday TOP 3,3103.JP,ユニチカ,861419.6,2522.0,TP_HIT,33509.2,3.89
2026-06-04,10:30 Intraday TOP 3,7094.JP,ネクストーン,861419.6,4290.0,SL_HIT,-17745.2,-2.06
2026-06-04,10:30 Intraday TOP 3,4635.JP,東インキ,861419.6,3223.0,TP_HIT,32131.0,3.73
2026-06-04,10:30 Intraday TOP 3,4052.JP,フィーチャ,861419.6,4860.0,TP_HIT,30235.8,3.51
2026-06-04,10:30 Intraday TOP 3,4404.JP,ミヨシ油脂,861419.6,3590.0,TP_HIT,32647.8,3.79
2026-06-04,10:30 Intraday TOP 3,6998.JP,タングス,861419.6,3281.0,TP_HIT,33853.8,3.93
2026-06-05,08:30 Morning TOP 5,6645.JP,オムロン,795510.3,5448.0,TP_HIT,29195.2,3.67
2026-06-05,08:30 Morning TOP 5,8035.JP,東京エレクトロン,795510.3,5320.0,TP_HIT,28320.2,3.56
2026-06-05,08:30 Morning TOP 5,7203.JP,トヨタ自動車,795510.3,4208.0,SL_HIT,-15592.0,-1.96
2026-06-05,08:30 Morning TOP 5,6146.JP,ディスコ,795510.3,2090.0,TP_HIT,28479.3,3.58
2026-06-05,08:30 Morning TOP 5,9984.JP,ソフトバンクグループ,795510.3,2303.0,SL_HIT,-15910.2,-2.0
2026-06-05,08:30 Morning TOP 5,6920.JP,レーザーテック,795510.3,5327.0,TP_HIT,30945.4,3.89
2026-06-05,08:30 Morning TOP 5,6861.JP,キーエンス,795510.3,2533.0,SL_HIT,-15910.2,-2.0
2026-06-05,08:30 Morning TOP 5,7011.JP,三菱重工業,795510.3,3879.0,TP_HIT,30388.5,3.82
